"389",306019,"273 Ravensbourne Road Ravensbourne Dunedin 9022"
"390",306020,"15 Schollum Road RD 5 Warkworth 0985"
"391",306021,"T A and D S Johnson Family Trust 55 Ellesmere Street Ravensbourne Dunedin 9022"
"392",306022,"2 Mark Street Ravensbourne Dunedin 9022"
"393",306023,"PO Box 5045 Moray Place Dunedin 9058"
"394",306024,"PO Box 5244 Moray Place Dunedin 9058"
"395",306025,"C/O J L L PO Box 165 Shortland Street Auckland 1140"
"396",306026,"45 Kauri Street Ravensbourne Dunedin 9022"
"397",306027,"322 Waipori Falls Road RD 1 Outram 9073"
"398",306028,"39 Kauri Street Ravensbourne Dunedin 9022"
"399",306029,"37 Kauri Street Ravensbourne Dunedin 9022"
"400",306030,"45 Kauri Street Ravensbourne Dunedin 9022"
"401",306031,"5 Cedar Creek Road RD 2 Waitati 9085"
"402",306032,"31 Kauri Street Ravensbourne Dunedin 9022"
"403",306033,"29 Kauri Street Ravensbourne Dunedin 9022"
"404",306034,"24 Wanaka Street Ravensbourne Dunedin 9022"
"405",306035,"26 Wanaka Street Ravensbourne Dunedin 9022"
"406",306036,"22 Wanaka Street Ravensbourne Dunedin 9022"
"407",306037,"221 Brighton Road Waldronville Dunedin 9018"
"408",306038,"44 Ellesmere Street Ravensbourne Dunedin 9022"
"409",306039,"83 Chapel Street Otumoetai Tauranga 3110"
"410",306040,"48 Ellesmere Street Ravensbourne Dunedin 9022"
"411",306041,"Zhang Family Trust 5 Rotoiti Street Maia Dunedin 9022"
"412",306042,"55 Manapouri Street Ravensbourne Dunedin 9022"
"413",306043,"55 Manapouri Street Ravensbourne Dunedin 9022"
"414",306044,"51 Manapouri Street Ravensbourne Dunedin 9022"
"415",306046,"47 Manapouri Street Ravensbourne Dunedin 9022"
"416",306047,"45 Manapouri Street Ravensbourne Dunedin 9022"
"417",306048,"54 Strathavon Road Miramar Wellington 6022"
"418",306049,"41 Manapouri Street Ravensbourne Dunedin 9022"
"419",306050,"39 Manapouri Street Ravensbourne Dunedin 9022"
"420",306051,"Guy and Sharon Kawe Family Trust PO Box 40024 Glenfield Auckland 0747"
"421",306052,"32 Kauri Street Ravensbourne Dunedin 9022"
"422",306053,"20 Wanaka Street Ravensbourne Dunedin 9022"
"423",306054,"34 Kauri Street Ravensbourne Dunedin 9022"
"424",306056,"38 Kauri Street Ravensbourne Dunedin 9022"
"425",306057,"40 Kauri Street Ravensbourne Dunedin 9022"
"426",306058,"42 Kauri Street Ravensbourne Dunedin 9022"
